,work_year,salary_in_usd,clusters,cluster
4901,2023,180000,0,light pink
4902,2023,144628,1,pink
4903,2023,115702,1,pink
4904,2023,144000,1,pink
4905,2023,132000,1,pink
4906,2023,106400,1,pink
4907,2023,81800,3,dark purple
4908,2023,134200,1,pink
4909,2023,103200,3,dark purple
4910,2023,110000,1,pink
4911,2023,93500,3,dark purple
4912,2023,208200,0,light pink
4913,2023,151200,1,pink
4914,2023,240000,2,purple
4915,2023,180000,0,light pink
4916,2023,270000,2,purple
4917,2023,220000,0,light pink
4918,2023,194500,0,light pink
4919,2023,115500,1,pink
4920,2023,225000,0,light pink
4921,2023,156400,1,pink
4922,2023,140000,1,pink
4923,2023,100000,3,dark purple
4924,2023,193600,0,light pink
4925,2023,119700,1,pink
4926,2023,225000,0,light pink
4927,2023,199000,0,light pink
4928,2023,50000,3,dark purple
4929,2023,40000,3,dark purple
4930,2023,185900,0,light pink
4931,2023,129300,1,pink
4932,2023,120000,1,pink
4933,2023,95000,3,dark purple
4934,2023,98432,3,dark purple
4935,2023,55368,3,dark purple
4936,2023,225000,0,light pink
4937,2023,156400,1,pink
4938,2023,399880,2,purple
4939,2023,41027,3,dark purple
4940,2023,155000,1,pink
4941,2023,100000,3,dark purple
4942,2023,85000,3,dark purple
4943,2023,65000,3,dark purple
4944,2023,280100,2,purple
4945,2023,168100,0,light pink
4946,2023,200000,0,light pink
4947,2023,120000,1,pink
4948,2023,185000,0,light pink
4949,2023,79600,3,dark purple
4950,2023,149040,1,pink
4951,2023,113900,1,pink
4952,2023,240000,2,purple
4953,2023,180000,0,light pink
4954,2023,165000,0,light pink
4955,2023,145000,1,pink
4956,2023,165000,0,light pink
4957,2023,145000,1,pink
4958,2023,274450,2,purple
4959,2023,199600,0,light pink
4960,2023,83500,3,dark purple
4961,2023,52500,3,dark purple
4962,2023,140000,1,pink
4963,2023,76500,3,dark purple
4964,2023,48585,3,dark purple
4965,2023,38868,3,dark purple
4966,2023,306000,2,purple
4967,2023,204000,0,light pink
4968,2023,204500,0,light pink
4969,2023,142200,1,pink
4970,2023,185900,0,light pink
4971,2023,129300,1,pink
4972,2023,136000,1,pink
4973,2023,104000,1,pink
4974,2023,115000,1,pink
4975,2023,81500,3,dark purple
4976,2023,280000,2,purple
4977,2023,250000,2,purple
4978,2023,180000,0,light pink
4979,2023,100000,3,dark purple
4980,2023,70000,3,dark purple
4981,2023,100000,3,dark purple
4982,2023,70000,3,dark purple
4983,2023,240000,2,purple
4984,2023,157000,1,pink
4985,2023,222200,0,light pink
4986,2023,136000,1,pink
4987,2023,204500,0,light pink
4988,2023,142200,1,pink
4989,2023,140700,1,pink
4990,2023,109600,1,pink
4991,2023,278000,2,purple
4992,2023,173000,0,light pink
4993,2023,110000,1,pink
4994,2023,95000,3,dark purple
4995,2023,305000,2,purple
4996,2023,160000,1,pink
4997,2023,175000,0,light pink
4998,2023,125000,1,pink
4999,2023,155000,1,pink
5000,2023,120000,1,pink
5001,2023,85000,3,dark purple
5002,2023,80000,3,dark purple
5003,2023,24000,3,dark purple
5004,2023,165400,0,light pink
5005,2023,127300,1,pink
5006,2023,260000,2,purple
5007,2023,136000,1,pink
5008,2023,259000,2,purple
5009,2023,138750,1,pink
5010,2023,185900,0,light pink
5011,2023,129300,1,pink
5012,2023,273400,2,purple
5013,2023,182200,0,light pink
5014,2023,192000,0,light pink
5015,2023,178000,0,light pink
5016,2023,218000,0,light pink
5017,2023,85000,3,dark purple
5018,2023,132000,1,pink
5019,2023,71500,3,dark purple
5020,2023,252000,2,purple
5021,2023,129000,1,pink
5022,2023,215050,0,light pink
5023,2023,113100,1,pink
5024,2023,260000,2,purple
5025,2023,136000,1,pink
5026,2023,218000,0,light pink
5027,2023,85000,3,dark purple
5028,2023,130000,1,pink
5029,2023,85000,3,dark purple
5030,2023,250000,2,purple
5031,2023,200000,0,light pink
5032,2023,220000,0,light pink
5033,2023,170000,0,light pink
5034,2023,145000,1,pink
5035,2023,115000,1,pink
5036,2023,184000,0,light pink
5037,2023,123000,1,pink
5038,2023,75000,3,dark purple
5039,2023,65000,3,dark purple
5040,2023,168400,0,light pink
5041,2023,90700,3,dark purple
5042,2023,185900,0,light pink
5043,2023,129300,1,pink
5044,2023,258000,2,purple
5045,2023,190000,0,light pink
5046,2023,169000,0,light pink
5047,2023,110600,1,pink
5048,2023,80000,3,dark purple
5049,2023,70000,3,dark purple
5050,2023,136505,1,pink
5051,2023,100895,3,dark purple
5052,2023,200000,0,light pink
5053,2023,150000,1,pink
5054,2023,202800,0,light pink
5055,2023,104300,1,pink
5056,2023,275300,2,purple
5057,2023,183500,0,light pink
5058,2023,168400,0,light pink
5059,2023,105200,1,pink
5060,2023,240000,2,purple
5061,2023,150000,1,pink
5062,2023,130000,1,pink
5063,2023,120000,1,pink
5064,2023,93000,3,dark purple
5065,2023,248100,2,purple
5066,2023,145900,1,pink
5067,2023,177000,0,light pink
5068,2023,118000,1,pink
5069,2023,120350,1,pink
5070,2023,74400,3,dark purple
5071,2023,190000,0,light pink
5072,2023,120000,1,pink
5073,2023,237400,2,purple
5074,2023,132870,1,pink
5075,2023,248100,2,purple
5076,2023,145900,1,pink
5077,2023,170000,0,light pink
5078,2023,125000,1,pink
5079,2023,105000,1,pink
5080,2023,90000,3,dark purple
5081,2023,317070,2,purple
5082,2023,170730,0,light pink
5083,2023,170000,0,light pink
5084,2023,125000,1,pink
5085,2023,158700,1,pink
5086,2023,123906,1,pink
5087,2023,222200,0,light pink
5088,2023,136000,1,pink
5089,2023,166000,0,light pink
5090,2023,128000,1,pink
5091,2023,80976,3,dark purple
5092,2023,66940,3,dark purple
5093,2023,333500,2,purple
5094,2023,180500,0,light pink
5095,2023,242921,2,purple
5096,2023,170045,0,light pink
5097,2023,248100,2,purple
5098,2023,145900,1,pink
5099,2023,92280,3,dark purple
5100,2023,76284,3,dark purple
5101,2023,225000,0,light pink
5102,2023,156400,1,pink
5103,2023,257400,2,purple
5104,2023,210600,0,light pink
5105,2023,65000,3,dark purple
5106,2023,50000,3,dark purple
5107,2023,293000,2,purple
5108,2023,180000,0,light pink
5109,2023,260000,2,purple
5110,2023,192000,0,light pink
5111,2023,170000,0,light pink
5112,2023,125000,1,pink
5113,2023,99000,3,dark purple
5114,2023,130000,1,pink
5115,2023,100000,3,dark purple
5116,2023,233000,0,light pink
5117,2023,166000,0,light pink
5118,2023,185100,0,light pink
5119,2023,127600,1,pink
5120,2023,105000,1,pink
5121,2023,80000,3,dark purple
5122,2023,160000,1,pink
5123,2023,55000,3,dark purple
5124,2023,241000,2,purple
5125,2023,163000,1,pink
5126,2023,120000,1,pink
5127,2023,90000,3,dark purple
5128,2023,218000,0,light pink
5129,2023,118000,1,pink
5130,2023,210000,0,light pink
5131,2023,168000,0,light pink
5132,2023,311000,2,purple
5133,2023,162540,1,pink
5134,2023,51676,3,dark purple
5135,2023,43064,3,dark purple
5136,2023,258750,2,purple
5137,2023,185000,0,light pink
5138,2023,225000,0,light pink
5139,2023,145000,1,pink
5140,2023,226600,0,light pink
5141,2023,140100,1,pink
5142,2023,48585,3,dark purple
5143,2023,38868,3,dark purple
5144,2023,190000,0,light pink
5145,2023,165000,0,light pink
5146,2023,175000,0,light pink
5147,2023,160000,1,pink
5148,2023,247500,2,purple
5149,2023,172200,0,light pink
5150,2023,247500,2,purple
5151,2023,172200,0,light pink
5152,2023,153600,1,pink
5153,2023,106800,1,pink
5154,2023,140000,1,pink
5155,2023,76500,3,dark purple
5156,2023,182850,0,light pink
5157,2023,113000,1,pink
5158,2023,150000,1,pink
5159,2023,120000,1,pink
5160,2023,105000,1,pink
5161,2023,95000,3,dark purple
5162,2023,306000,2,purple
5163,2023,204000,0,light pink
5164,2023,160000,1,pink
5165,2023,135000,1,pink
5166,2023,104584,1,pink
5167,2023,92280,3,dark purple
5168,2023,126000,1,pink
5169,2023,86400,3,dark purple
5170,2023,232760,0,light pink
5171,2023,169280,0,light pink
5172,2023,136000,1,pink
5173,2023,104000,1,pink
5174,2023,185900,0,light pink
5175,2023,129300,1,pink
5176,2023,168000,0,light pink
5177,2023,130000,1,pink
5178,2023,185900,0,light pink
5179,2023,129300,1,pink
5180,2023,162500,1,pink
5181,2023,130000,1,pink
5182,2023,240350,2,purple
5183,2023,174800,0,light pink
5184,2023,247500,2,purple
5185,2023,172200,0,light pink
5186,2023,154000,1,pink
5187,2023,116000,1,pink
5188,2023,168000,0,light pink
5189,2023,130000,1,pink
5190,2023,153600,1,pink
5191,2023,107500,1,pink
5192,2023,94100,3,dark purple
5193,2023,72400,3,dark purple
5194,2023,178000,0,light pink
5195,2023,152000,1,pink
5196,2023,192000,0,light pink
5197,2023,164000,0,light pink
5198,2023,233200,0,light pink
5199,2023,140000,1,pink
5200,2023,194000,0,light pink
5201,2023,161000,1,pink
5202,2023,225000,0,light pink
5203,2023,156400,1,pink
5204,2023,210000,0,light pink
5205,2023,160000,1,pink
5206,2023,153600,1,pink
5207,2023,107500,1,pink
5208,2023,185900,0,light pink
5209,2023,129300,1,pink
5210,2023,145000,1,pink
5211,2023,120000,1,pink
5212,2023,206000,0,light pink
5213,2023,130000,1,pink
5214,2023,153600,1,pink
5215,2023,107500,1,pink
5216,2023,146100,1,pink
5217,2023,112400,1,pink
5218,2023,241000,2,purple
5219,2023,155000,1,pink
5220,2023,194500,0,light pink
5221,2023,115500,1,pink
5222,2023,110000,1,pink
5223,2023,70000,3,dark purple
5224,2023,199000,0,light pink
5225,2023,145000,1,pink
5226,2023,200000,0,light pink
5227,2023,170000,0,light pink
5228,2023,150120,1,pink
5229,2023,120096,1,pink
5230,2023,253000,2,purple
5231,2023,168000,0,light pink
5232,2023,200000,0,light pink
5233,2023,170000,0,light pink
5234,2023,185900,0,light pink
5235,2023,129300,1,pink
5236,2023,178600,0,light pink
5237,2023,142880,1,pink
5238,2023,255000,2,purple
5239,2023,169000,0,light pink
5240,2023,155000,1,pink
5241,2023,100000,3,dark purple
5242,2023,151410,1,pink
5243,2023,144200,1,pink
5244,2023,151410,1,pink
5245,2023,115360,1,pink
5246,2023,252000,2,purple
5247,2023,129000,1,pink
5248,2023,193170,0,light pink
5249,2023,116480,1,pink
5250,2023,250000,2,purple
5251,2023,125000,1,pink
5252,2023,146000,1,pink
5253,2023,94000,3,dark purple
5254,2023,246080,2,purple
5255,2023,203016,0,light pink
5256,2023,135344,1,pink
5257,2023,110736,1,pink
5258,2023,260000,2,purple
5259,2023,136000,1,pink
5260,2023,329500,2,purple
5261,2023,269600,2,purple
5262,2023,250500,2,purple
5263,2023,159500,1,pink
5264,2023,115000,1,pink
5265,2023,105000,1,pink
5266,2023,250000,2,purple
5267,2023,170000,0,light pink
5268,2023,198800,0,light pink
5269,2023,105200,1,pink
5270,2023,94035,3,dark purple
5271,2023,57920,3,dark purple
5272,2023,222200,0,light pink
5273,2023,136000,1,pink
5274,2023,113600,1,pink
5275,2023,60000,3,dark purple
5276,2023,150000,1,pink
5277,2023,130000,1,pink
5278,2023,256000,2,purple
5279,2023,160000,1,pink
5280,2023,180000,0,light pink
5281,2023,165000,0,light pink
5282,2023,116000,1,pink
5283,2023,78000,3,dark purple
5284,2023,245000,2,purple
5285,2023,210000,0,light pink
5286,2023,115934,1,pink
5287,2023,81666,3,dark purple
5288,2023,283200,2,purple
5289,2023,188800,0,light pink
5290,2023,220000,0,light pink
5291,2023,150000,1,pink
5292,2023,192000,0,light pink
5293,2023,164000,0,light pink
5294,2023,36000,3,dark purple
5295,2023,205640,0,light pink
5296,2023,142600,1,pink
5297,2023,193200,0,light pink
5298,2023,156400,1,pink
5299,2023,196000,0,light pink
5300,2023,121000,1,pink
5301,2023,72000,3,dark purple
5302,2023,48000,3,dark purple
5303,2023,165000,0,light pink
5304,2023,132300,1,pink
5305,2023,244000,2,purple
5306,2023,197000,0,light pink
5307,2023,328000,2,purple
5308,2023,211000,0,light pink
5309,2023,237000,2,purple
5310,2023,201450,0,light pink
5311,2023,229000,0,light pink
5312,2023,206000,0,light pink
5313,2023,231000,0,light pink
5314,2023,134000,1,pink
5315,2023,183750,0,light pink
5316,2023,165400,0,light pink
5317,2023,175000,0,light pink
5318,2023,125000,1,pink
5319,2023,152900,1,pink
5320,2023,117700,1,pink
5321,2023,285800,2,purple
5322,2023,154600,1,pink
5323,2023,289120,2,purple
5324,2023,192400,0,light pink
5325,2023,179998,0,light pink
5326,2023,35000,3,dark purple
5327,2023,230000,0,light pink
5328,2023,166000,0,light pink
5329,2023,258000,2,purple
5330,2023,225000,0,light pink
5331,2023,156400,1,pink
5332,2023,190000,0,light pink
5333,2023,150000,1,pink
5334,2023,196000,0,light pink
5335,2023,121000,1,pink
5336,2023,219000,0,light pink
5337,2023,141000,1,pink
5338,2023,230000,0,light pink
5339,2023,206000,0,light pink
5340,2023,192000,0,light pink
5341,2023,164000,0,light pink
5342,2023,300000,2,purple
5343,2023,260000,2,purple
5344,2023,147000,1,pink
5345,2023,92000,3,dark purple
5346,2023,200000,0,light pink
5347,2023,140000,1,pink
5348,2023,110000,1,pink
5349,2023,70000,3,dark purple
5350,2023,284310,2,purple
5351,2023,153090,1,pink
5352,2023,261500,2,purple
5353,2023,134500,1,pink
5354,2023,83200,3,dark purple
5355,2023,204500,0,light pink
5356,2023,142200,1,pink
5357,2023,145000,1,pink
5358,2023,106000,1,pink
5359,2023,190000,0,light pink
5360,2023,160000,1,pink
5361,2023,275300,2,purple
5362,2023,183500,0,light pink
5363,2023,147648,1,pink
5364,2023,123040,1,pink
5365,2023,182850,0,light pink
5366,2023,113000,1,pink
5367,2023,202800,0,light pink
5368,2023,104300,1,pink
5369,2023,215000,0,light pink
5370,2023,175000,0,light pink
5371,2023,228856,0,light pink
5372,2023,144540,1,pink
5373,2023,162500,1,pink
5374,2023,130000,1,pink
5375,2023,140000,1,pink
5376,2023,115000,1,pink
5377,2023,136600,1,pink
5378,2023,109280,1,pink
5379,2023,221000,0,light pink
5380,2023,185000,0,light pink
5381,2023,84000,3,dark purple
5382,2023,60000,3,dark purple
5383,2023,73824,3,dark purple
5384,2023,61520,3,dark purple
5385,2023,70000,3,dark purple
5386,2021,60000,3,dark purple
5387,2023,281000,2,purple
5388,2023,196000,0,light pink
5389,2023,146000,1,pink
5390,2023,94000,3,dark purple
5391,2023,69500,3,dark purple
5392,2023,46400,3,dark purple
5393,2023,185000,0,light pink
5394,2023,150000,1,pink
5395,2023,145000,1,pink
5396,2023,115000,1,pink
5397,2023,254000,2,purple
5398,2023,200000,0,light pink
5399,2023,260000,2,purple
5400,2023,136000,1,pink
5401,2023,281000,2,purple
5402,2023,181000,0,light pink
5403,2023,285000,2,purple
5404,2023,210000,0,light pink
5405,2023,69525,3,dark purple
5406,2023,61800,3,dark purple
5407,2023,192000,0,light pink
5408,2023,164000,0,light pink
5409,2023,178000,0,light pink
5410,2023,152000,1,pink
5411,2023,160000,1,pink
5412,2023,40000,3,dark purple
5413,2023,125000,1,pink
5414,2023,95000,3,dark purple
5415,2023,130000,1,pink
5416,2023,110000,1,pink
5417,2023,48585,3,dark purple
5418,2023,38868,3,dark purple
5419,2023,145000,1,pink
5420,2023,120000,1,pink
5421,2023,283200,2,purple
5422,2023,188800,0,light pink
5423,2023,225000,0,light pink
5424,2023,168000,0,light pink
5425,2023,140000,1,pink
5426,2023,105000,1,pink
5427,2023,130001,1,pink
5428,2023,71907,3,dark purple
5429,2023,144000,1,pink
5430,2023,80000,3,dark purple
5431,2023,205000,0,light pink
5432,2023,150000,1,pink
5433,2023,189400,0,light pink
5434,2023,131685,1,pink
5435,2023,204500,0,light pink
5436,2023,142200,1,pink
5437,2023,150000,1,pink
5438,2023,130000,1,pink
5439,2023,120000,1,pink
5440,2023,120000,1,pink
5441,2023,172000,0,light pink
5442,2023,110000,1,pink
5443,2023,260000,2,purple
5444,2023,136000,1,pink
5445,2023,110000,1,pink
5446,2023,90000,3,dark purple
5447,2023,60000,3,dark purple
5448,2023,77791,3,dark purple
5449,2022,55410,3,dark purple
5450,2023,57000,3,dark purple
5451,2023,120000,1,pink
5452,2023,168400,0,light pink
5453,2023,90700,3,dark purple
5454,2023,150000,1,pink
5455,2023,95000,3,dark purple
5456,2023,161000,1,pink
5457,2023,85000,3,dark purple
5458,2023,240000,2,purple
5459,2023,157250,1,pink
5460,2023,260000,2,purple
5461,2023,136000,1,pink
5462,2023,277500,2,purple
5463,2023,206000,0,light pink
5464,2023,165000,0,light pink
5465,2023,150000,1,pink
5466,2023,222200,0,light pink
5467,2023,136000,1,pink
5468,2023,236500,2,purple
5469,2023,176000,0,light pink
5470,2023,155000,1,pink
5471,2023,120000,1,pink
5472,2023,172800,0,light pink
5473,2023,110000,1,pink
5474,2023,260000,2,purple
5475,2023,136000,1,pink
5476,2023,171250,0,light pink
5477,2023,113750,1,pink
5478,2020,60000,3,dark purple
5479,2023,100000,3,dark purple
5480,2023,323905,2,purple
5481,2023,146000,1,pink
5482,2023,75000,3,dark purple
5483,2023,146000,1,pink
5484,2023,75000,3,dark purple
5485,2023,150000,1,pink
5486,2023,100000,3,dark purple
5487,2023,62000,3,dark purple
5488,2023,55000,3,dark purple
5489,2023,155000,1,pink
5490,2023,140000,1,pink
5491,2023,36000,3,dark purple
5492,2023,247500,2,purple
5493,2023,172200,0,light pink
5494,2023,110000,1,pink
5495,2023,70000,3,dark purple
5496,2023,230000,0,light pink
5497,2023,140100,1,pink
5498,2023,297300,2,purple
5499,2023,198200,0,light pink
5500,2023,204000,0,light pink
5501,2023,161500,1,pink
5502,2023,144000,1,pink
5503,2023,77000,3,dark purple
5504,2023,87500,3,dark purple
5505,2023,62500,3,dark purple
5506,2023,160000,1,pink
5507,2023,135000,1,pink
5508,2023,216000,0,light pink
5509,2023,184000,0,light pink
5510,2023,110736,1,pink
5511,2023,55368,3,dark purple
5512,2023,253000,2,purple
5513,2023,156400,1,pink
5514,2023,265000,2,purple
5515,2023,200000,0,light pink
5516,2023,217000,0,light pink
5517,2023,185000,0,light pink
5518,2023,177300,0,light pink
5519,2023,136300,1,pink
5520,2023,83000,3,dark purple
5521,2023,72000,3,dark purple
5522,2023,208450,0,light pink
5523,2023,170550,0,light pink
5524,2023,72000,3,dark purple
5525,2023,60000,3,dark purple
5526,2023,200000,0,light pink
5527,2023,130000,1,pink
5528,2023,190000,0,light pink
5529,2023,165000,0,light pink
5530,2023,165000,0,light pink
5531,2023,145000,1,pink
5532,2023,222200,0,light pink
5533,2023,136000,1,pink
5534,2023,336400,2,purple
5535,2023,201900,0,light pink
5536,2023,189750,0,light pink
5537,2023,131100,1,pink
5538,2023,270000,2,purple
5539,2023,95000,3,dark purple
5540,2023,170000,0,light pink
5541,2023,120000,1,pink
5542,2023,117300,1,pink
5543,2023,69000,3,dark purple
5544,2023,182000,0,light pink
5545,2023,144000,1,pink
5546,2023,244000,2,purple
5547,2023,200000,0,light pink
5548,2023,120000,1,pink
5549,2023,100000,3,dark purple
5550,2023,260000,2,purple
5551,2023,175000,0,light pink
5552,2023,190000,0,light pink
5553,2023,150000,1,pink
5554,2023,210000,0,light pink
5555,2023,160000,1,pink
5556,2023,210000,0,light pink
5557,2023,160000,1,pink
5558,2023,210000,0,light pink
5559,2023,160000,1,pink
5560,2023,210000,0,light pink
5561,2023,160000,1,pink
5562,2023,210000,0,light pink
5563,2023,160000,1,pink
5564,2023,250000,2,purple
5565,2023,100000,3,dark purple
5566,2023,225000,0,light pink
5567,2023,175000,0,light pink
5568,2023,210000,0,light pink
5569,2023,160000,1,pink
5570,2023,210000,0,light pink
5571,2023,160000,1,pink
5572,2023,210000,0,light pink
5573,2023,160000,1,pink
5574,2023,236500,2,purple
5575,2023,176000,0,light pink
5576,2023,105000,1,pink
5577,2023,102500,3,dark purple
5578,2023,370000,2,purple
5579,2023,200000,0,light pink
5580,2023,260000,2,purple
5581,2023,225000,0,light pink
5582,2023,370000,2,purple
5583,2023,200000,0,light pink
5584,2023,186600,0,light pink
5585,2023,116500,1,pink
5586,2023,80000,3,dark purple
5587,2023,60000,3,dark purple
5588,2023,299500,2,purple
5589,2023,245100,2,purple
5590,2023,222000,0,light pink
5591,2023,138000,1,pink
5592,2023,207300,0,light pink
5593,2023,149200,1,pink
5594,2023,292000,2,purple
5595,2023,164500,0,light pink
5596,2023,292200,2,purple
5597,2023,164500,0,light pink
5598,2023,163800,0,light pink
5599,2023,126000,1,pink
5600,2023,160000,1,pink
5601,2023,120000,1,pink
5602,2023,140000,1,pink
5603,2023,120000,1,pink
5604,2023,120000,1,pink
5605,2023,280000,2,purple
5606,2023,210000,0,light pink
5607,2023,170000,0,light pink
5608,2023,150000,1,pink
5609,2023,200000,0,light pink
5610,2023,170000,0,light pink
5611,2023,225000,0,light pink
5612,2023,175000,0,light pink
5613,2023,189750,0,light pink
5614,2023,131100,1,pink
5615,2023,123400,1,pink
5616,2023,82200,3,dark purple
5617,2023,49216,3,dark purple
5618,2023,43064,3,dark purple
5619,2023,225000,0,light pink
5620,2023,50000,3,dark purple
5621,2023,161800,1,pink
5622,2023,121400,1,pink
5623,2023,285000,2,purple
5624,2023,193900,0,light pink
5625,2023,240000,2,purple
5626,2023,196000,0,light pink
5627,2023,214000,0,light pink
5628,2023,164000,0,light pink
5629,2023,170000,0,light pink
5630,2023,155000,1,pink
5631,2023,125000,1,pink
5632,2023,98000,3,dark purple
5633,2023,199000,0,light pink
5634,2023,145000,1,pink
5635,2023,260000,2,purple
5636,2023,200000,0,light pink
5637,2022,105066,1,pink
5638,2023,110736,1,pink
5639,2023,86128,3,dark purple
5640,2023,185900,0,light pink
5641,2023,129300,1,pink
5642,2023,200000,0,light pink
5643,2023,145000,1,pink
5644,2023,175000,0,light pink
5645,2023,120000,1,pink
5646,2023,145000,1,pink
5647,2023,120000,1,pink
5648,2023,252000,2,purple
5649,2023,129000,1,pink
5650,2023,289800,2,purple
5651,2023,214000,0,light pink
5652,2023,142000,1,pink
5653,2023,87500,3,dark purple
5654,2023,222200,0,light pink
5655,2023,136000,1,pink
5656,2023,220000,0,light pink
5657,2023,165000,0,light pink
5658,2023,48585,3,dark purple
5659,2023,38868,3,dark purple
5660,2023,280830,2,purple
5661,2023,173175,0,light pink
5662,2023,195000,0,light pink
5663,2023,160000,1,pink
5664,2023,275300,2,purple
5665,2023,183500,0,light pink
5666,2023,175000,0,light pink
5667,2023,145000,1,pink
5668,2023,105000,1,pink
5669,2023,85000,3,dark purple
5670,2023,175000,0,light pink
5671,2023,160000,1,pink
5672,2023,92280,3,dark purple
5673,2023,49216,3,dark purple
5674,2023,162500,1,pink
5675,2023,130000,1,pink
5676,2023,75038,3,dark purple
5677,2023,64781,3,dark purple
5678,2023,174350,0,light pink
5679,2023,126800,1,pink
5680,2023,71475,3,dark purple
5681,2023,61541,3,dark purple
5682,2023,245000,2,purple
5683,2023,140000,1,pink
5684,2023,231250,0,light pink
5685,2023,138750,1,pink
5686,2023,155000,1,pink
5687,2023,125000,1,pink
5688,2023,242000,2,purple
5689,2023,195000,0,light pink
5690,2023,155000,1,pink
5691,2023,125000,1,pink
5692,2023,222200,0,light pink
5693,2023,136000,1,pink
5694,2023,160000,1,pink
5695,2023,140000,1,pink
5696,2023,110000,1,pink
5697,2023,70000,3,dark purple
5698,2023,183924,0,light pink
5699,2023,125760,1,pink
5700,2023,150000,1,pink
5701,2023,105000,1,pink
5702,2023,430640,2,purple
5703,2023,61520,3,dark purple
5704,2023,86374,3,dark purple
5705,2023,30000,3,dark purple
5706,2023,25500,3,dark purple
5707,2023,175000,0,light pink
5708,2023,120000,1,pink
5709,2023,222200,0,light pink
5710,2023,136000,1,pink
5711,2023,219000,0,light pink
5712,2023,141000,1,pink
5713,2023,147100,1,pink
5714,2023,90700,3,dark purple
5715,2023,130000,1,pink
5716,2023,100000,3,dark purple
5717,2023,213660,0,light pink
5718,2023,130760,1,pink
5719,2023,147100,1,pink
5720,2023,90700,3,dark purple
5721,2023,170000,0,light pink
5722,2023,150000,1,pink
5723,2023,150000,1,pink
5724,2023,110000,1,pink
5725,2023,275000,2,purple
5726,2023,174000,0,light pink
5727,2023,230000,0,light pink
5728,2023,143200,1,pink
5729,2023,225000,0,light pink
5730,2023,156400,1,pink
5731,2023,200000,0,light pink
5732,2023,130000,1,pink
5733,2023,90000,3,dark purple
5734,2023,72000,3,dark purple
5735,2023,253200,2,purple
5736,2023,90700,3,dark purple
5737,2023,342810,2,purple
5738,2023,184590,0,light pink
5739,2023,162500,1,pink
5740,2023,130000,1,pink
5741,2023,105380,1,pink
5742,2023,64500,3,dark purple
5743,2023,30000,3,dark purple
5744,2023,204620,0,light pink
5745,2023,110680,1,pink
5746,2023,270703,2,purple
5747,2023,221484,0,light pink
5748,2023,212750,0,light pink
5749,2023,185000,0,light pink
5750,2023,262000,2,purple
5751,2023,245000,2,purple
5752,2023,275300,2,purple
5753,2023,183500,0,light pink
5754,2023,218500,0,light pink
5755,2023,199098,0,light pink
5756,2023,203300,0,light pink
5757,2023,123600,1,pink
5758,2023,189110,0,light pink
5759,2023,139000,1,pink
5760,2023,258750,2,purple
5761,2023,185000,0,light pink
5762,2023,231500,0,light pink
5763,2023,166000,0,light pink
5764,2023,172500,0,light pink
5765,2023,110500,1,pink
5766,2023,238000,2,purple
5767,2023,176000,0,light pink
5768,2023,237000,2,purple
5769,2023,201450,0,light pink
5770,2023,309400,2,purple
5771,2023,159100,1,pink
5772,2023,115000,1,pink
5773,2023,81500,3,dark purple
5774,2023,237000,2,purple
5775,2023,201450,0,light pink
5776,2023,280000,2,purple
5777,2023,210000,0,light pink
5778,2023,280100,2,purple
5779,2023,168100,0,light pink
5780,2023,193500,0,light pink
5781,2023,139000,1,pink
5782,2023,150000,1,pink
5783,2023,70179,3,dark purple
5784,2023,97171,3,dark purple
5785,2023,185900,0,light pink
5786,2023,129300,1,pink
5787,2023,225000,0,light pink
5788,2023,175000,0,light pink
5789,2023,185000,0,light pink
5790,2023,140000,1,pink
5791,2023,48585,3,dark purple
5792,2023,38868,3,dark purple
5793,2023,105000,1,pink
5794,2023,70000,3,dark purple
5795,2023,163196,1,pink
5796,2023,145885,1,pink
5797,2023,217000,0,light pink
5798,2023,185000,0,light pink
5799,2023,202800,0,light pink
5800,2023,104300,1,pink
5801,2023,145000,1,pink
5802,2023,65000,3,dark purple
5803,2023,165000,0,light pink
5804,2023,132300,1,pink
5805,2023,179170,0,light pink
5806,2023,94300,3,dark purple
5807,2023,152500,1,pink
5808,2023,116450,1,pink
5809,2023,247300,2,purple
5810,2023,133800,1,pink
5811,2023,203000,0,light pink
5812,2023,133000,1,pink
5813,2023,220000,0,light pink
5814,2022,56536,3,dark purple
5815,2023,150000,1,pink
5816,2023,120000,1,pink
5817,2023,289800,2,purple
5818,2023,214000,0,light pink
5819,2023,179820,0,light pink
5820,2023,143860,1,pink
5821,2023,283200,2,purple
5822,2023,188800,0,light pink
5823,2023,289800,2,purple
5824,2023,214200,0,light pink
5825,2023,185900,0,light pink
5826,2023,129300,1,pink
5827,2023,252000,2,purple
5828,2023,129000,1,pink
5829,2023,155000,1,pink
5830,2023,140000,1,pink
5831,2023,161800,1,pink
5832,2023,141600,1,pink
5833,2023,342300,2,purple
5834,2023,176100,0,light pink
5835,2023,100000,3,dark purple
5836,2023,70000,3,dark purple
5837,2023,85000,3,dark purple
5838,2023,65000,3,dark purple
5839,2023,138784,1,pink
5840,2023,83270,3,dark purple
5841,2023,75000,3,dark purple
5842,2023,70000,3,dark purple
5843,2023,204500,0,light pink
5844,2023,138900,1,pink
5845,2023,318300,2,purple
5846,2023,212200,0,light pink
5847,2023,95000,3,dark purple
5848,2023,75000,3,dark purple
5849,2023,195000,0,light pink
5850,2023,160000,1,pink
5851,2023,230000,0,light pink
5852,2023,143200,1,pink
